txn_id,src_hash,dest_hash,src_bank,dest_bank,amount,currency,txn_type,label,ip_address,src_city,src_state,timestamp,risk_score,crime_type,flagged,zero_retention,forwarded_in_seconds
TXN000374,f0d045787fc2acf7884731114faa9e2098052f6039cc3ed960829d9146646965,4e6ee48387a2b4cd407ee463d173713358d4ef762804c66e00b8a411325726c0,SBI,Axis,30318,INR,NEFT,Grocery,115.112.243.196,Chennai,Tamil Nadu,2026-01-23T03:56:55.502053,0,,False,False,
TXN000375,f0d045787fc2acf7884731114faa9e2098052f6039cc3ed960829d9146646965,544dd0c3c2e3cff61244cde9323148ef9f161f744da9ab30eb2c170e329cbc19,SBI,ICICI,47674,INR,NEFT,Medical,115.112.243.196,Chennai,Tamil Nadu,2025-12-23T03:47:55.502062,0,,False,False,
TXN000376,f0d045787fc2acf7884731114faa9e2098052f6039cc3ed960829d9146646965,fc414f48a7267d18697022a61cbd8cb1645fb05b02e4346a4a6dee58f660aa2f,SBI,SBI,22512,INR,NEFT,Grocery,115.112.243.196,Chennai,Tamil Nadu,2026-03-08T16:28:55.502071,0,,False,False,
TXN000377,f0d045787fc2acf7884731114faa9e2098052f6039cc3ed960829d9146646965,1443dc0711c4015cae34f04c3823f2c24886483dfc85c0b568173b44a32e297e,SBI,SBI,18889,INR,NEFT,Grocery,115.112.243.196,Chennai,Tamil Nadu,2026-02-27T00:35:55.502081,0,,False,False,
TXN000378,f0d045787fc2acf7884731114faa9e2098052f6039cc3ed960829d9146646965,1d3e61354ad3e17f7155929fda4f6ab454c718887f7cfb74cdc21d29c4aff391,SBI,ICICI,11719,INR,NEFT,FD Interest,115.112.243.196,Chennai,Tamil Nadu,2026-01-29T07:08:55.502094,0,,False,False,
TXN000379,04c1a7eab45704c3da581aed1315e31a8e43a17427cd40d599231d47f2500d57,9b296b3a87560512a37bc2b6051e420cd8c68732299ec65541c2f341651013bf,SBI,Axis,10775,INR,NEFT,FD Interest,110.226.181.73,Lucknow,Uttar Pradesh,2025-12-21T19:07:55.502105,0,,False,False,
TXN000380,04c1a7eab45704c3da581aed1315e31a8e43a17427cd40d599231d47f2500d57,7b3698e8d7a44f95eef4ea716aa9a2818a6f2d39651d59acf5da4d24166848e9,SBI,SBI,38387,INR,NEFT,Restaurant,110.226.181.73,Lucknow,Uttar Pradesh,2026-02-12T12:38:55.502115,0,,False,False,
TXN000381,04c1a7eab45704c3da581aed1315e31a8e43a17427cd40d599231d47f2500d57,36c1915b8212962acd2b581bf13b5320f3b6e95283a0ae3204feecdf74469015,SBI,ICICI,32561,INR,NEFT,Rent,110.226.181.73,Lucknow,Uttar Pradesh,2026-02-13T20:34:55.502126,0,,False,False,
TXN000382,04c1a7eab45704c3da581aed1315e31a8e43a17427cd40d599231d47f2500d57,982860cb72800135a6c04f22a88d9eb761126f52ee0b8b4dd32a84dd56f40071,SBI,PNB,30827,INR,NEFT,School Fees,110.226.181.73,Lucknow,Uttar Pradesh,2026-03-11T15:37:55.502138,0,,False,False,
TXN000383,04c1a7eab45704c3da581aed1315e31a8e43a17427cd40d599231d47f2500d57,72f2b1feb1d51ec4462803f4ca2f89b61a514c6903e3eac24ad5f82d07f99265,SBI,PNB,16664,INR,NEFT,Medical,110.226.181.73,Lucknow,Uttar Pradesh,2026-01-31T01:27:55.502149,0,,False,False,
TXN000384,04c1a7eab45704c3da581aed1315e31a8e43a17427cd40d599231d47f2500d57,72a2db66e32c648eb36c7e26cd3a20157344698cd32a85ef492fb87929bad154,SBI,HDFC,39282,INR,NEFT,Grocery,110.226.181.73,Lucknow,Uttar Pradesh,2025-12-30T14:38:55.502162,0,,False,False,
TXN000385,04c1a7eab45704c3da581aed1315e31a8e43a17427cd40d599231d47f2500d57,59d2d2ded17e86b431d447fc4c5af9c90c93aa37c69a3438d1c5638bd41e318a,SBI,SBI,3125,INR,NEFT,Online Shopping,110.226.181.73,Lucknow,Uttar Pradesh,2026-01-08T13:37:55.502174,0,,False,False,
TXN000386,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,7c7796120aaf0f8bc0b4fa3cc9f1380828d04a5e5fc4faca73c997f9c24cacda,SBI,ICICI,31909,INR,NEFT,FD Interest,59.88.203.79,Kolkata,West Bengal,2025-12-14T11:36:55.502188,0,,False,False,
TXN000387,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,5a583c8ee012f676cb8f6e63504b8711539373ec0e6a5347f6b56f90a27e1ded,SBI,ICICI,16262,INR,NEFT,EMI Payment,59.88.203.79,Kolkata,West Bengal,2026-01-01T14:20:55.502200,0,,False,False,
TXN000388,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,fbeff4b4c83de8b18a0165011714a09952da5a48e111d6b98409a336cf5fe7cf,SBI,PNB,27148,INR,NEFT,Medical,59.88.203.79,Kolkata,West Bengal,2026-02-25T03:46:55.502212,0,,False,False,
TXN000389,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,98ba1d5e333f13583fe0cadaedeb050759ba73ca86ab5aea8fd95fdd3b23ee27,SBI,HDFC,42943,INR,NEFT,EMI Payment,59.88.203.79,Kolkata,West Bengal,2026-03-10T23:22:55.502225,0,,False,False,
TXN000390,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,1de9b447b171c481d73aa8db9c85fb226bc63c4bf83353b14117bffb0c9d2a9c,SBI,HDFC,11103,INR,NEFT,Mutual Fund,59.88.203.79,Kolkata,West Bengal,2026-01-13T20:17:55.502243,0,,False,False,
TXN000391,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,87d20aeaa7866818a989b5a18d5c93153934073d3e4f02f60c4abc905e4d2121,SBI,Axis,2099,INR,NEFT,Online Shopping,59.88.203.79,Kolkata,West Bengal,2026-01-13T10:09:55.502263,0,,False,False,
TXN000392,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,23d21a6dcd5c21e5a7507a88f30da7ceca7ab646e30b30b1b2a30a6eef9ce5f4,SBI,Axis,27065,INR,NEFT,Grocery,59.88.203.79,Kolkata,West Bengal,2026-01-24T18:35:55.502283,0,,False,False,
TXN000393,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,23d21a6dcd5c21e5a7507a88f30da7ceca7ab646e30b30b1b2a30a6eef9ce5f4,SBI,Axis,42010,INR,NEFT,Salary Credit,59.88.203.79,Kolkata,West Bengal,2025-12-23T12:40:55.502298,0,,False,False,
TXN000394,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,4fbcc4398f1a3ee0083156643d2c68e076e3c982d3d4c0406760d91c8d374b71,SBI,Axis,22317,INR,NEFT,Restaurant,59.88.203.79,Kolkata,West Bengal,2026-03-09T05:37:55.502310,0,,False,False,
TXN000395,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,9a7ad3fc21ba5941ba0853a5deae50052abdfea110a941e80adfa26d2eaead00,SBI,PNB,18180,INR,NEFT,Mutual Fund,59.88.203.79,Kolkata,West Bengal,2025-12-24T21:28:55.502321,0,,False,False,
TXN000396,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,4d58e8f9cb88d5c8af76968f6bf6ac0158e1fed9cabdacf47adda87ad6b51477,SBI,PNB,14075,INR,NEFT,FD Interest,59.88.203.79,Kolkata,West Bengal,2025-12-16T12:25:55.502331,0,,False,False,
TXN000397,fc414f48a7267d18697022a61cbd8cb1645fb05b02e4346a4a6dee58f660aa2f,72f2b1feb1d51ec4462803f4ca2f89b61a514c6903e3eac24ad5f82d07f99265,SBI,PNB,4092,INR,NEFT,Restaurant,203.88.65.7,Vadodara,Gujarat,2025-12-17T03:08:55.502340,0,,False,False,
TXN000398,fc414f48a7267d18697022a61cbd8cb1645fb05b02e4346a4a6dee58f660aa2f,ce634332086ebf40f6cfeacb43741a67c91e7497da395cbb2c189e73a1ca1dd0,SBI,SBI,7772,INR,NEFT,Mobile Recharge,203.88.65.7,Vadodara,Gujarat,2026-01-26T00:25:55.502349,0,,False,False,
TXN000399,fc414f48a7267d18697022a61cbd8cb1645fb05b02e4346a4a6dee58f660aa2f,24723560099b985667824aa6bfad22f27ee854aaa2d3be514f9ba2f615461923,SBI,SBI,24458,INR,NEFT,Electricity Bill,203.88.65.7,Vadodara,Gujarat,2026-02-18T18:29:55.502364,0,,False,False,
TXN000400,fc414f48a7267d18697022a61cbd8cb1645fb05b02e4346a4a6dee58f660aa2f,23d21a6dcd5c21e5a7507a88f30da7ceca7ab646e30b30b1b2a30a6eef9ce5f4,SBI,Axis,4891,INR,NEFT,Restaurant,203.88.65.7,Vadodara,Gujarat,2026-02-15T10:43:55.502374,0,,False,False,
TXN000401,fc414f48a7267d18697022a61cbd8cb1645fb05b02e4346a4a6dee58f660aa2f,98ba1d5e333f13583fe0cadaedeb050759ba73ca86ab5aea8fd95fdd3b23ee27,SBI,HDFC,35865,INR,NEFT,EMI Payment,203.88.65.7,Vadodara,Gujarat,2025-12-19T23:17:55.502387,0,,False,False,
TXN000402,fc414f48a7267d18697022a61cbd8cb1645fb05b02e4346a4a6dee58f660aa2f,9a7ad3fc21ba5941ba0853a5deae50052abdfea110a941e80adfa26d2eaead00,SBI,PNB,38518,INR,NEFT,Rent,203.88.65.7,Vadodara,Gujarat,2025-12-14T08:16:55.502396,0,,False,False,
TXN000403,fc414f48a7267d18697022a61cbd8cb1645fb05b02e4346a4a6dee58f660aa2f,cbf925b8014b6d81f2c061f3e342b0a3ee0ad054edb180ea4288a2ff16f55802,SBI,PNB,15274,INR,NEFT,Electricity Bill,203.88.65.7,Vadodara,Gujarat,2026-01-27T06:32:55.502405,0,,False,False,
TXN000404,fc414f48a7267d18697022a61cbd8cb1645fb05b02e4346a4a6dee58f660aa2f,981e53d7f3eaa9b208e8a3143436b3b782415225033673e99f0630eb1e1b4124,SBI,Axis,28217,INR,NEFT,School Fees,203.88.65.7,Vadodara,Gujarat,2026-03-07T12:41:55.502414,0,,False,False,
TXN000405,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,4809d5df110689487f52563f851fce63c300109a4e70daed7f4bffe2f3af11d0,HDFC,ICICI,32365,INR,NEFT,Restaurant,203.88.112.163,Visakhapatnam,Andhra Pradesh,2026-01-05T11:34:55.502423,0,,False,False,
TXN000406,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,e74841d0e2f8588bb55a14800ae2d4670a74b6879397be4ccdee3f594de38c2d,HDFC,Axis,35358,INR,NEFT,Insurance Premium,203.88.112.163,Visakhapatnam,Andhra Pradesh,2026-01-04T05:36:55.502432,0,,False,False,
TXN000407,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,02d8451a80f407e7cda011a8eb1d94b507cdf4bdd8f552dcc7ab05b91c3be7f5,HDFC,Axis,24626,INR,NEFT,FD Interest,203.88.112.163,Visakhapatnam,Andhra Pradesh,2025-12-16T16:13:55.502441,0,,False,False,
TXN000408,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,5321f9f642d105623780e2320c4f77033fb4e6a699df3fc85dffa8e64e92561d,HDFC,SBI,12843,INR,NEFT,Online Shopping,203.88.112.163,Visakhapatnam,Andhra Pradesh,2026-03-02T12:39:55.502450,0,,False,False,
TXN000409,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,f21618f273bc2e3d30dffac4ce6aa847f6d1a5ff464eea391f960f26727b7204,HDFC,SBI,19398,INR,NEFT,EMI Payment,203.88.112.163,Visakhapatnam,Andhra Pradesh,2026-02-28T09:47:55.502459,0,,False,False,
TXN000410,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,1e14b36a3edee3fb0dc55be6bc74477ae121ff59d77de5ce7ae5098442f3fe5f,HDFC,SBI,46183,INR,NEFT,Grocery,203.88.112.163,Visakhapatnam,Andhra Pradesh,2026-01-09T10:09:55.502468,0,,False,False,
TXN000411,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,HDFC,HDFC,34623,INR,NEFT,Insurance Premium,203.88.112.163,Visakhapatnam,Andhra Pradesh,2026-03-11T05:38:55.502479,0,,False,False,
TXN000412,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,981e53d7f3eaa9b208e8a3143436b3b782415225033673e99f0630eb1e1b4124,HDFC,Axis,35983,INR,NEFT,Grocery,203.88.112.163,Visakhapatnam,Andhra Pradesh,2026-01-12T03:38:55.502488,0,,False,False,
TXN000413,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,72f2b1feb1d51ec4462803f4ca2f89b61a514c6903e3eac24ad5f82d07f99265,HDFC,PNB,42750,INR,NEFT,Salary Credit,203.88.23.81,Bhopal,Madhya Pradesh,2026-02-04T09:00:55.502497,0,,False,False,
TXN000414,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,27d26908876351239ed574a16d490673b167f8eb04a753bb529e8df4da4e57b1,HDFC,SBI,15725,INR,NEFT,Rent,203.88.23.81,Bhopal,Madhya Pradesh,2026-01-05T18:43:55.502506,0,,False,False,
TXN000415,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,f29e2efeeaba006ee4e0e81d5d34f3f3c4723d82737e39128e9ac594842552ce,HDFC,ICICI,38425,INR,NEFT,Electricity Bill,203.88.23.81,Bhopal,Madhya Pradesh,2025-12-19T18:14:55.502515,0,,False,False,
TXN000416,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,dc4aac9870e937fcb85ac9c1bb91ea7014773da099fba39bbedfa387ee2d47d4,HDFC,HDFC,32360,INR,NEFT,Petrol,203.88.23.81,Bhopal,Madhya Pradesh,2025-12-17T16:31:55.502523,0,,False,False,
TXN000417,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,e33016b7225dd90883a118b57d5b55efe0f8536f02a63007436fb1802e3b829a,HDFC,PNB,36444,INR,NEFT,Online Shopping,203.88.23.81,Bhopal,Madhya Pradesh,2026-01-14T05:28:55.502532,0,,False,False,
TXN000418,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,6b2aedad14174dc3f692d9fd4d1b51f1928c883a0182432b58c8b25848298db5,HDFC,SBI,20586,INR,NEFT,Grocery,203.88.23.81,Bhopal,Madhya Pradesh,2026-02-08T07:34:55.502541,0,,False,False,
TXN000419,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,d6831345bc0064c93041da77b25a58f09c77ce58a0b3d5b1bb831b46fd364c2e,HDFC,HDFC,19383,INR,NEFT,FD Interest,203.88.23.81,Bhopal,Madhya Pradesh,2026-03-07T10:42:55.502554,0,,False,False,
TXN000420,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,b63856fbe1f7fa37ccb2bff77ad2f60e2e8cbcaad3414ca0fe7351b366a17001,HDFC,HDFC,30379,INR,NEFT,Grocery,203.88.23.81,Bhopal,Madhya Pradesh,2025-12-24T09:19:55.502563,0,,False,False,
TXN000421,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,133904679940e4f150504d122c4318f00b37be13f730ff32a963b23c5b53c94d,HDFC,ICICI,19193,INR,NEFT,Grocery,203.88.23.81,Bhopal,Madhya Pradesh,2026-02-18T16:20:55.502582,0,,False,False,
TXN000422,2712b7582c5da9091ba6b7c3d5914f199b01270b7c421ec9b1391fb9fd0e4a9e,dfe1bb55fff7ee8a2e8846922cbdb0239b6aaea71c6880ff88535efe430316ad,HDFC,Axis,10558,INR,NEFT,Grocery,203.88.23.81,Bhopal,Madhya Pradesh,2026-02-11T12:02:55.502592,0,,False,False,
TXN000423,4ac032d4c1fe67c62b5bfc54b729bc3b5b82ff1d99f399ec4b3d9b16e156efdf,31dec58ba9302ae25fba892c312444e75add8bc53f4636f4d47bf47dee2b612d,HDFC,Axis,8788,INR,NEFT,Online Shopping,122.15.53.69,Delhi,Delhi,2026-02-08T03:53:55.502602,0,,False,False,
TXN000424,4ac032d4c1fe67c62b5bfc54b729bc3b5b82ff1d99f399ec4b3d9b16e156efdf,99eedc933648f98cde5876b969acce5bcd22d616c12ada0b0cdcf4811779557e,HDFC,HDFC,37363,INR,NEFT,Mutual Fund,122.15.53.69,Delhi,Delhi,2026-03-08T17:44:55.502625,0,,False,False,
TXN000425,4ac032d4c1fe67c62b5bfc54b729bc3b5b82ff1d99f399ec4b3d9b16e156efdf,68d37304e6bc0b78a9a3092b51fd078d5d86a45e0e25b1bff89a3a3db28402e7,HDFC,HDFC,10195,INR,NEFT,Electricity Bill,122.15.53.69,Delhi,Delhi,2026-01-14T21:54:55.502648,0,,False,False,
TXN000426,4ac032d4c1fe67c62b5bfc54b729bc3b5b82ff1d99f399ec4b3d9b16e156efdf,9c2d5b1ddd8a9844d2af03627448685fa4976f9bd74dd8163e2d089e3d97f5a9,HDFC,ICICI,20263,INR,NEFT,EMI Payment,122.15.53.69,Delhi,Delhi,2026-03-10T02:05:55.502658,0,,False,False,
TXN000427,4ac032d4c1fe67c62b5bfc54b729bc3b5b82ff1d99f399ec4b3d9b16e156efdf,4d81f511261dc053c631cdc2299e2eb8f4c8a275ca48d36dfe84c77916dfa752,HDFC,ICICI,10027,INR,NEFT,Online Shopping,122.15.53.69,Delhi,Delhi,2026-02-01T11:04:55.502667,0,,False,False,
TXN000428,4ac032d4c1fe67c62b5bfc54b729bc3b5b82ff1d99f399ec4b3d9b16e156efdf,a63fdb2b9c0bd1b757dc4fcb7451b18b98d60bed6a9cd78fa9df386251164da9,HDFC,PNB,36292,INR,NEFT,Restaurant,122.15.53.69,Delhi,Delhi,2026-01-29T18:19:55.502684,0,,False,False,
TXN000429,4ac032d4c1fe67c62b5bfc54b729bc3b5b82ff1d99f399ec4b3d9b16e156efdf,35061ce01bcbffda80e13268e2481a2f8ab87783e6af788ff144ff073e2ba330,HDFC,HDFC,31558,INR,NEFT,School Fees,122.15.53.69,Delhi,Delhi,2025-12-29T17:55:55.502701,0,,False,False,
TXN000430,4ac032d4c1fe67c62b5bfc54b729bc3b5b82ff1d99f399ec4b3d9b16e156efdf,e74f4a2747d2309871285bbf8ddf286bf69aa183282696ed0d1a45f306b70dff,HDFC,PNB,37543,INR,NEFT,Mutual Fund,122.15.53.69,Delhi,Delhi,2026-01-16T04:20:55.502711,0,,False,False,
TXN000431,88fab14a55f994d06a326081f0cd86ecd7407b2146ddccd10ab2bfae9262003f,fbeff4b4c83de8b18a0165011714a09952da5a48e111d6b98409a336cf5fe7cf,HDFC,PNB,31890,INR,NEFT,Salary Credit,203.88.105.24,Patna,Bihar,2026-02-23T17:29:55.502723,0,,False,False,
TXN000432,88fab14a55f994d06a326081f0cd86ecd7407b2146ddccd10ab2bfae9262003f,9ade4f5a4c460b02a0eeb3436e07bef5f7e3d8f0f5866e853f29e13b3c8e5db6,HDFC,SBI,20690,INR,NEFT,Salary Credit,203.88.105.24,Patna,Bihar,2026-01-20T19:11:55.502732,0,,False,False,
TXN000433,88fab14a55f994d06a326081f0cd86ecd7407b2146ddccd10ab2bfae9262003f,72a2db66e32c648eb36c7e26cd3a20157344698cd32a85ef492fb87929bad154,HDFC,HDFC,29727,INR,NEFT,Electricity Bill,203.88.105.24,Patna,Bihar,2026-03-02T05:01:55.502741,0,,False,False,
TXN000434,88fab14a55f994d06a326081f0cd86ecd7407b2146ddccd10ab2bfae9262003f,87ea79f20556ba19bb6ad7d50045a3467005386e4f4a844b66d5ee08f3f0c506,HDFC,Axis,42529,INR,NEFT,Medical,203.88.105.24,Patna,Bihar,2025-12-28T22:50:55.502750,0,,False,False,
TXN000435,72a2db66e32c648eb36c7e26cd3a20157344698cd32a85ef492fb87929bad154,f7085e753da9aedeb2565378cf9a7d5fb5d9e7bc249c613ef3431bf0630d7624,HDFC,SBI,1977,INR,NEFT,EMI Payment,203.88.49.236,Nagpur,Maharashtra,2026-01-04T00:21:55.502761,0,,False,False,
TXN000436,72a2db66e32c648eb36c7e26cd3a20157344698cd32a85ef492fb87929bad154,08a8347cf7e5168c2fb33a68798301f461dd655670cd670c4a00f2e216928083,HDFC,Axis,6226,INR,NEFT,Restaurant,203.88.49.236,Nagpur,Maharashtra,2026-01-22T08:33:55.502770,0,,False,False,
TXN000437,72a2db66e32c648eb36c7e26cd3a20157344698cd32a85ef492fb87929bad154,70761ba9f66987a45c1606eba478985f6de77b1890120cc5d1bb40ba04010280,HDFC,HDFC,40029,INR,NEFT,Petrol,203.88.49.236,Nagpur,Maharashtra,2026-01-07T13:06:55.502780,0,,False,False,
TXN000438,72a2db66e32c648eb36c7e26cd3a20157344698cd32a85ef492fb87929bad154,dfe1bb55fff7ee8a2e8846922cbdb0239b6aaea71c6880ff88535efe430316ad,HDFC,Axis,24162,INR,NEFT,Mobile Recharge,203.88.49.236,Nagpur,Maharashtra,2026-02-22T16:10:55.502789,0,,False,False,
TXN000439,72a2db66e32c648eb36c7e26cd3a20157344698cd32a85ef492fb87929bad154,2c1517f1515a669b98a00ccaf38c554eee04b3fbc62a464e832ffc10962a15d6,HDFC,ICICI,24724,INR,NEFT,Mobile Recharge,203.88.49.236,Nagpur,Maharashtra,2026-01-25T14:46:55.502798,0,,False,False,
TXN000440,72a2db66e32c648eb36c7e26cd3a20157344698cd32a85ef492fb87929bad154,68d37304e6bc0b78a9a3092b51fd078d5d86a45e0e25b1bff89a3a3db28402e7,HDFC,HDFC,23526,INR,NEFT,School Fees,203.88.49.236,Nagpur,Maharashtra,2026-01-14T21:59:55.502810,0,,False,False,
TXN000441,72a2db66e32c648eb36c7e26cd3a20157344698cd32a85ef492fb87929bad154,88fab14a55f994d06a326081f0cd86ecd7407b2146ddccd10ab2bfae9262003f,HDFC,HDFC,48200,INR,NEFT,Online Shopping,203.88.49.236,Nagpur,Maharashtra,2026-01-19T00:46:55.502823,0,,False,False,
TXN000442,1327916ab8ff9fb84d90b26d09a79a18f9b9e4f17cc4504be3dba85d34550c93,f9de178277d8725691cb8e76000fd85c4991e33509bbf17322677efc33e91460,HDFC,PNB,48210,INR,NEFT,Mobile Recharge,203.88.89.86,Coimbatore,Tamil Nadu,2026-01-19T10:11:55.502832,0,,False,False,
TXN000443,1327916ab8ff9fb84d90b26d09a79a18f9b9e4f17cc4504be3dba85d34550c93,3d6b9d8cb17ba34abdf1f0b7ac4de6ace599066b9f2ca2db8fa04a10cdfc40b2,HDFC,Axis,39686,INR,NEFT,EMI Payment,203.88.89.86,Coimbatore,Tamil Nadu,2026-02-23T08:45:55.502842,0,,False,False,
TXN000444,1327916ab8ff9fb84d90b26d09a79a18f9b9e4f17cc4504be3dba85d34550c93,cdda98bb9cacecac780d904555b0a0f43cfe9457a6826435234700eea901efa2,HDFC,ICICI,34926,INR,NEFT,Electricity Bill,203.88.89.86,Coimbatore,Tamil Nadu,2026-03-04T20:16:55.502861,0,,False,False,
TXN000445,1327916ab8ff9fb84d90b26d09a79a18f9b9e4f17cc4504be3dba85d34550c93,f7f78f37ddd6f165ba9b9f559aebd05d01d8fd96c537cffb2cfb013627fd9c05,HDFC,HDFC,6296,INR,NEFT,Salary Credit,203.88.89.86,Coimbatore,Tamil Nadu,2026-01-19T18:06:55.502872,0,,False,False,
TXN000446,1327916ab8ff9fb84d90b26d09a79a18f9b9e4f17cc4504be3dba85d34550c93,7895d37a9952937a3103b22dde5fba71ffc86cfee2865631e72a531863185739,HDFC,HDFC,27665,INR,NEFT,Grocery,203.88.89.86,Coimbatore,Tamil Nadu,2026-01-01T00:19:55.502882,0,,False,False,
TXN000447,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,997e3c2973a25eaa38acfca9dbf0576c5833698f18f05d7a41582506307fe52d,HDFC,PNB,9473,INR,NEFT,Medical,203.88.252.39,Thiruvananthapuram,Kerala,2026-02-18T02:46:55.502895,0,,False,False,
TXN000448,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,86e2999afd2210c119fc851913fdb67fb50435231d9c3f401a85570996d779ff,HDFC,ICICI,32651,INR,NEFT,Salary Credit,203.88.252.39,Thiruvananthapuram,Kerala,2026-02-02T20:45:55.502909,0,,False,False,
TXN000449,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,5a583c8ee012f676cb8f6e63504b8711539373ec0e6a5347f6b56f90a27e1ded,HDFC,ICICI,37153,INR,NEFT,Mutual Fund,203.88.252.39,Thiruvananthapuram,Kerala,2026-01-13T08:03:55.502920,0,,False,False,
TXN000450,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,8a618fd2c9515970bf63064eead7c4487af484c098a74aa2ecee1d61769a8f9f,HDFC,PNB,660,INR,NEFT,Grocery,203.88.252.39,Thiruvananthapuram,Kerala,2026-02-08T05:24:55.502930,0,,False,False,
TXN000451,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,ea39bf2f9b802709065d7c609e7d392de5d6030f2a28bd016e9afa9ec96c65dc,HDFC,PNB,42217,INR,NEFT,Online Shopping,203.88.252.39,Thiruvananthapuram,Kerala,2026-02-25T18:22:55.502944,0,,False,False,
TXN000452,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,6f353482e4cec0285192c8339b8afed72a5f5f6ad6805712040e6f6fb99f8d10,HDFC,HDFC,27838,INR,NEFT,Grocery,203.88.252.39,Thiruvananthapuram,Kerala,2026-01-09T16:23:55.502957,0,,False,False,
TXN000453,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,a1cdc234a8ed43d21fd17a878f689e7cfb9d37e11142a690c7515bcb4dde2792,HDFC,HDFC,2364,INR,NEFT,EMI Payment,203.88.252.39,Thiruvananthapuram,Kerala,2026-02-06T00:00:55.502968,0,,False,False,
TXN000454,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,c84af9f1ed5071fa0938d328ab2bf361570dc534f3ec5703a0be6156b1f6aaf0,HDFC,Axis,49361,INR,NEFT,Electricity Bill,203.88.252.39,Thiruvananthapuram,Kerala,2025-12-28T23:28:55.502980,0,,False,False,
TXN000455,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,85f49990837db905de46361c6aa8a0cb80b428f8b234e8d4a844b5c9816199f3,HDFC,ICICI,17402,INR,NEFT,Insurance Premium,203.88.252.39,Thiruvananthapuram,Kerala,2025-12-15T23:20:55.502992,0,,False,False,
TXN000456,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,4c13e0ee026b7a2dc4b24ac203498a88c4c2537d7e9e52a764afe67741a3a508,HDFC,PNB,8337,INR,NEFT,Electricity Bill,203.88.252.39,Thiruvananthapuram,Kerala,2026-01-06T15:28:55.503004,0,,False,False,
TXN000457,882430f71d921fc94d991115bba5082c82392a083292eec30877edbf41db3e43,f528bd565ac4324472ec890bdcc24d448c47c112e8b1da46113f5e9faa3f05e3,HDFC,SBI,17509,INR,NEFT,Grocery,203.88.252.39,Thiruvananthapuram,Kerala,2025-12-29T13:55:55.503016,0,,False,False,
